0    5.75982404132924e-20    -4.10810979418336e-20    5.43948822446815e-05    0.0422549157129793    0.00737528862111047    0.205560005139568
0.1    -2.76471553983804e-18    7.80625564189563e-17    0.0896185116858924    246.827415935439    0.299363510945961    15.7107420555313
0.2    4.44956571588051e-16    4.9960036108132e-16    458.038269975692    1262137.87305877    21.4018286596191    1123.44909678132
0.3    -4.44089209850063e-16    -2.66453525910038e-12    2342478.82237088    6455084188.42539    1530.51586805589    80343.5385605177
0.4    1.87583282240666e-12    3.45607986673713e-11    11984571391.2525    33027013238787.2    109474.067208871    5746913.36621557
0.5    -1.27784005599096e-10    7.45058059692383e-09    61339349797302.9    1.69046400142847e+17    7831944.19012948    411152526.616154
0.6    3.40514816343784e-09    7.63684511184692e-08    3.14067256120688e+17    8.65583188261158e+20    560417037.678806    29420795167.044
0.7    7.82310962677002e-08    -4.04119491577148e-05    1.60868149748371e+21    4.43378940011771e+24    40108371912.6532    2105656524725.18
0.8    2.51531600952148e-05    -0.000244140625    8.24287185640362e+24    2.27196611630675e+28    2871040204595.47    150730425472323
0.9    0.000274658203125    -0.14013671875    4.22518122106004e+28    1.16462587318953e+32    205552456104519    1.07917833243145e+16
1    0.0234375    -27.09375    2.16654519161767e+32    5.97208716532464e+35    1.47191888078714e+16    7.72792803106023e+17
1.1    13.6875    -2744    1.11133031332489e+36    3.06350332070558e+39    1.05419652500133e+18    5.53489233924706e+19
1.2    -112    -110080    5.70254880680659e+39    1.5720289803319e+43    7.55152223515669e+19    3.9648820667605e+21
1.3    34304    622592    2.92713541460717e+43    8.06956717553824e+46    5.41030074451242e+21    2.84069836053359e+23
1.4    -507904    -464519168    1.50301094710112e+47    4.14366868672953e+50    3.87686851350561e+23    2.03560032588166e+25
1.5    484442112    -20736638976    7.72013037312586e+50    2.12844554416899e+54    2.77851225894828e+25    1.4589193069423e+27
1.6    52344913920    -1365799600128    3.96668743147276e+54    1.09365541613024e+58    1.99165444579946e+27    1.04577981245109e+29
1.7    128849018880    -108851651149824    2.03877796632871e+58    5.62129893804496e+61    1.42785782426988e+29    7.49753221936722e+30
1.8    67070209294336    -3.09622474381722e+15    1.04820998987298e+62    2.89020655835533e+65    1.02382126851955e+31    5.37606413499256e+32
1.9    1.53403862307308e+16    -4.34597364041253e+17    5.39089569054574e+65    1.48646600605362e+69    7.34227191715599e+32    3.85547144465319e+34
2    4.72877960873902e+17    -5.69254992899631e+19    2.77335679483919e+69    7.64738409136e+72    5.26626698415414e+34    2.76539040487234e+36
2.1    1.81585136975578e+19    2.54565068217192e+21    1.42718642617676e+73    3.93550636664226e+76    3.77781209984927e+36    1.98381107130751e+38
2.2    -6.45636042579834e+20    -4.58069548838356e+23    7.34655647768022e+76    2.025891353167e+80    2.71045318677158e+38    1.42333810219744e+40
2.3    -2.0070057552196e+23    -7.25355491768778e+24    3.78279797634505e+80    1.0431759482508e+84    1.94494163828765e+40    1.02135985247649e+42
2.4    6.3468605529768e+24    -6.81834162262651e+26    1.9483491590381e+84    5.37307590121247e+87    1.39583278333692e+42    7.33012680737002e+43
2.5    -5.56105877022729e+26    -3.43528360901693e+28    1.00379005743315e+88    2.76828333441313e+91    1.00189323654427e+44    5.26144783725271e+45
2.6    -1.32769069213357e+29    -6.9522712606267e+30    5.17296621003819e+91    1.42665332319654e+95    7.19233356431568e+45    3.7771064628847e+47
2.7    -1.1091942751997e+30    -2.45924216444277e+32    2.66658404022828e+95    7.35436124264289e+98    5.16389779161853e+47    2.711892557356e+49
2.8    1.69865180430583e+32    1.99578910499932e+34    1.37495366487127e+99    3.79217470138777e+102    3.70803676474664e+49    1.94735068782892e+51
2.9    3.73196336707191e+34    8.41152091082642e+35    7.09147072943676e+102    1.95590116832411e+106    2.66298154883521e+51    1.39853536541773e+53
3    4.35114476745219e+36    1.39568939557416e+37    3.65846057455246e+106    1.00906472340665e+110    1.91271026936974e+53    1.00452213684251e+55
3.1    5.5162961825074e+37    -1.06338239662793e+40    1.88787242062185e+110    5.20718589869353e+113    1.37399869746003e+55    7.21608335504346e+56
3.2    8.63466506061881e+39    8.16677680610252e+39    9.74445432355495e+113    2.68780347588545e+117    9.87140026721384e+56    5.18440302820435e+58
3.3    -4.51894983271006e+41    -7.70072607636761e+43    5.03096714993859e+117    1.38771656718441e+121    7.09293109365839e+58    3.72520679584961e+60
3.4    9.75657602435715e+43    -1.29344322151478e+45    2.59808289441403e+121    7.16657028740264e+124    5.09713929024313e+60    2.67704506637498e+62
3.5    -8.20667423305927e+45    -4.82409720134614e+47    1.342025018894e+125    3.70192669613451e+128    3.66336596437484e+62    1.92403916179856e+64
3.6    1.05616329260241e+47    -9.22572908565132e+48    6.93382476476337e+128    1.91270804305465e+132    2.63321567000566e+64    1.38300688467363e+66
3.7    4.28402667442621e+49    -1.88826011543153e+51    3.58334263295728e+132    9.88490645415552e+135    1.8929719049572e+66    9.94228668574565e+67
3.8    1.34458150634443e+50    -2.96696524391272e+53    1.85227579579907e+136    5.10973143672171e+139    1.36098339291818e+68    7.1482385499658e+69
3.9    1.52650923015938e+53    -2.25085282564677e+54    9.57686688419257e+139    2.64194557360628e+143    9.7861467821572e+69    5.13998596652392e+71
4    2.39452428260295e+53    -1.1095267715869e+57    4.95268157232286e+143    1.36630801994102e+147    7.03752909217636e+71    3.69636039901552e+73
4.1    1.44361079949567e+57    -5.88478287692501e+57    2.56185896792043e+147    7.06758488088768e+150    5.06148097686875e+73    2.65849297175819e+75
4.2    3.88395669877051e+58    -2.52339489762545e+60    1.32545995694768e+151    3.65670431999809e+154    3.64068668927674e+75    1.91225111321659e+77
4.3    3.00045462951483e+60    -1.18913415275165e+62    6.85919802541602e+154    1.89236022351393e+158    2.6190070686075e+77    1.3756308456537e+79
4.4    4.53156528481035e+62    -2.40655041508226e+64    3.55037464508835e+158    9.79516404858059e+161    1.88424378600232e+79    9.89705211089676e+80
4.5    2.78707334396279e+64    -1.84625611331439e+66    1.83809494733832e+162    5.07121894970873e+165    1.35576360304381e+81    7.12124915285846e+82
4.6    1.56652033856979e+66    -6.31873750011343e+66    9.51816964780807e+165    2.62605964055048e+169    9.75611072498056e+82    5.12450938193158e+84
4.7    -2.90661925005218e+67    -9.73254074684138e+69    4.92980264155984e+169    1.36015135661489e+173    7.02125533046608e+84    3.68802298883141e+86
4.8    1.93842016536813e+70    -8.79972659215797e+70    2.55384826132058e+173    7.04626869804877e+176    5.05356137918654e+86    2.65448087166752e+88
4.9    4.26182836914317e+71    -2.87112648026487e+73    1.32327164241824e+177    3.65106334530081e+180    3.63768008821315e+88    1.91077558737305e+90
5    2.38524353745082e+73    -6.64334496356673e+74    6.85788498559217e+180    1.89219836317514e+184    2.61875638148954e+90    1.37557201308225e+92
5.1    3.6043680121479e+75    -2.30679552777466e+77    3.55481989105819e+184    9.80844192760091e+187    1.88542300056464e+92    9.9037578360948e+93
5.2    4.15223194999439e+77    -9.63969142900657e+78    1.84302054488107e+188    5.08532153237228e+191    1.35757892768011e+94    7.13114404031519e+95
5.3    2.29847297136073e+79    -9.70800876165659e+80    9.55711692841388e+191    2.63706491683622e+195    9.77605080204368e+95    5.13523603823254e+97
5.4    1.71928094099567e+81    -4.17370269814121e+82    4.9568613079662e+195    1.36774846560884e+199    7.04049807042527e+97    3.69830835059604e+99
5.5    1.40625323863508e+83    -9.30356274167478e+84    2.57139500934798e+199    7.09534770422059e+202    5.07089243560537e+99    2.66370938809409e+101
5.6    2.92918043905911e+84    -4.05046464029065e+86    1.33417261158945e+203    3.68147790363155e+206    3.65263276499219e+101    1.91871777592004e+103
5.7    7.51812861291357e+86    -4.83025193363005e+88    6.92365617600799e+206    1.91051669989577e+210    2.63128413061151e+103    1.38221441892919e+105
5.8    9.07614906447861e+87    -2.30757981694141e+90    3.59367072898248e+210    9.91650592976948e+213    1.89569795299317e+105    9.95816545844137e+106
5.9    5.16420448687922e+90    -1.05925870769393e+92    1.86560404935375e+214    5.14807424034206e+217    1.36587116865162e+107    7.17500818141837e+108
5.99999999999999    1.181480866274e+92    -1.84148052260638e+94    9.68675190724061e+217    2.67305762196929e+221    9.84212980367593e+108    5.17016210768027e+110
6.09999999999999    3.34073900118856e+94    -1.10971201475579e+96    5.03052724652218e+221    1.38818822795717e+225    7.09262098699922e+110    3.72583980862996e+112
6.19999999999999    2.2799158498648e+96    -5.59361605031788e+97    2.61291088033227e+225    7.21047788257248e+228    5.11166399554222e+112    2.68523330133016e+114
6.29999999999999    1.01192385826753e+98    -4.30614986441655e+99    1.35740862122266e+229    3.74588594750248e+232    3.68430267652192e+114    1.93542913781478e+116
6.39999999999999    5.75862104884277e+99    -4.15577637708772e+101    7.0529481205068e+232    1.94634143937254e+236    2.65573871465301e+116    1.3951134145196e+118
6.49999999999999    7.65537753674054e+101    -5.5923626531252e+103    3.66525366429525e+236    1.01147853304805e+240    1.91448522174898e+118    1.00572289078456e+120
6.59999999999999    6.34127730129091e+103    -2.77728348030048e+105    1.90506518463247e+240    5.25734733324276e+243    1.38024098788308e+120    7.25075674205304e+121
6.69999999999999    3.89715585138938e+105    -2.93854510173728e+107    9.90346816065109e+243    2.733054181573e+247    9.95161703475927e+121    5.22786206930998e+123
6.79999999999999    4.21430370688176e+107    -1.92286923964608e+109    5.14915147335713e+247    1.42102137062427e+251    7.17575882632432e+123    3.76964371078258e+125
6.89999999999999    4.15398469328122e+109    -9.75819443142528e+110    2.67765210706084e+251    7.38963542106509e+254    5.17460346989104e+125    2.71838838672201e+127
6.99999999999999    1.19305963204911e+111    -8.11656316606637e+112    1.39265007962076e+255    3.843392181249e+258    3.73182271768202e+127    1.96045713578466e+129
7.09999999999999    1.4880365804455e+113    -6.74336092374818e+114    7.24433462151451e+258    1.99928608619303e+262    2.69153016358994e+129    1.41396113319745e+131
7.19999999999999    1.55068442354951e+115    -4.72208418009915e+116    3.76897197356483e+262    1.04016686008063e+266    1.94138403556968e+131    1.01988570932268e+133
7.29999999999999    7.25858832899205e+116    -4.74794174666553e+118    1.96116670547934e+266    5.41250361413753e+269    1.40041661853869e+133    7.35697194104852e+134
7.39999999999999    4.75582214790481e+118    -2.33512049522312e+120    1.02064006446593e+270    2.8168245914443e+273    1.01026732326941e+135    5.30737655668439e+136
7.49999999999999    2.59233679167319e+120    -1.97219334438888e+122    5.3124703614264e+273    1.4661794829688e+277    7.28866953663451e+136    3.8290723197255e+138
